Rooms,Price,Bathroom,Landsize,Lattitude,Longtitude
3,1365000.0,1.0,301.0,-37.8134,145.0055
2,1045000.0,1.0,200.0,-37.8294,145.0029
4,1591000.0,2.0,263.0,-37.8261,145.0127
3,1275000.0,2.0,132.0,-37.822,145.0041
4,1510000.0,2.0,0.0,-37.8206,145.0099
3,1550000.0,2.0,131.0,-37.8132,144.9929
3,1456000.0,2.0,157.0,-37.8225,145.0029
3,1100000.0,2.0,66.0,-37.8181,145.007
2,1045000.0,1.0,138.0,-37.8218,145.0132
3,2000000.0,2.0,217.0,-37.8158,144.9931
2,646000.0,1.0,0.0,-37.8333,144.998
2,660000.0,2.0,0.0,-37.8166,145.0036
2,1145000.0,1.0,197.0,-37.8215,145.0054
4,905000.0,1.0,254.0,-37.8201,144.9898
2,750000.0,2.0,0.0,-37.8128,145.0133
2,604000.0,2.0,0.0,-37.8189,145.0131
4,1645000.0,2.0,249.0,-37.8147,145.0084
1,306000.0,1.0,0.0,-37.8242,145.0026
3,1270000.0,1.0,181.0,-37.8203,145.0092
3,1850000.0,2.0,203.0,-37.8214,145.0132
3,1650000.0,2.0,312.0,-37.8217,145.007
3,1320000.0,2.0,171.0,-37.8166,144.9987
3,1651000.0,2.0,192.0,-37.8212,144.9985
4,1800000.0,2.0,288.0,-37.8268,145.0129
3,791500.0,2.0,0.0,-37.8189,145.0131
3,1600000.0,2.0,80.0,-37.8233,144.9947
2,1200000.0,2.0,170.0,-37.8229,144.9931
3,1555000.0,2.0,189.0,-37.82,144.9987
3,1582000.0,3.0,119.0,-37.8278,144.9984
3,2055000.0,1.0,331.0,-37.8263,145.0085
3,1345000.0,1.0,209.0,-37.8206,144.9913
1,410000.0,1.0,0.0,-37.822,145.0104
2,696000.0,2.0,0.0,-37.822,145.0104
3,1350000.0,2.0,133.0,-37.8183,145.0079
2,807000.0,2.0,0.0,-37.8128,145.0139
1,385000.0,1.0,0.0,-37.8331,144.9975
2,1150000.0,1.0,156.0,-37.8209,145.0052
4,1775000.0,1.0,434.0,-37.8185,145.0061
3,1270000.0,1.0,152.0,-37.8219,145.0096
2,827500.0,1.0,127.0,-37.8251,145.0063
2,560000.0,2.0,0.0,-37.8189,145.0131
2,790000.0,2.0,0.0,-37.8198,145.005
4,1212500.0,3.0,108.0,-37.8129,145.0013
2,1125000.0,1.0,103.0,-37.8199,144.9911
3,1520000.0,1.0,248.0,-37.8185,144.9935
5,1101500.0,2.0,629.0,-37.7395,145.0773
4,1020000.0,2.0,843.0,-37.7348,145.0656
3,560000.0,1.0,213.0,-37.7386,145.0733
3,1050000.0,1.0,1016.0,-37.7299,145.0656
2,531000.0,1.0,83.0,-37.747,145.07
3,620000.0,1.0,454.0,-37.7449,145.072
3,780000.0,1.0,627.0,-37.7367,145.0797
4,821000.0,1.0,403.0,-37.7437,145.0633
4,915000.0,3.0,0.0,-37.7449,145.0596
4,890000.0,3.0,583.0,-37.733,145.0694
2,430000.0,1.0,164.0,-37.7362,145.079
3,1012000.0,2.0,323.0,-37.7359,145.0614
3,1020000.0,1.0,927.0,-37.7342,145.0658
4,1270000.0,2.0,604.0,-37.7435,145.0686
3,515000.0,2.0,606.0,-37.7347,145.0783
3,867000.0,1.0,355.0,-37.7352,145.0713
3,945000.0,1.0,625.0,-37.7412,145.0642
2,618000.0,1.0,151.0,-37.7458,145.0609
3,601000.0,2.0,217.0,-37.7388,145.0742
3,908000.0,1.0,692.0,-37.7345,145.0753
3,1145000.0,1.0,350.0,-37.8094,144.8869
3,970000.0,1.0,137.0,-37.8078,144.8972
3,1325000.0,3.0,227.0,-37.8033,144.8897
2,450000.0,1.0,0.0,-37.8087,144.8978
3,1330000.0,3.0,168.0,-37.8066,144.887
3,1075000.0,2.0,306.0,-37.8038,144.8896
3,1350000.0,3.0,227.0,-37.8033,144.8897
4,1201000.0,2.0,299.0,-37.8087,144.8952
3,990000.0,1.0,371.0,-37.8066,144.8853
2,720000.0,1.0,126.0,-37.8045,144.8898
3,880000.0,1.0,216.0,-37.8052,144.8941
3,920000.0,2.0,0.0,-37.8057,144.8857
3,1395000.0,1.0,467.0,-37.8093,144.8941
3,965000.0,1.0,217.0,-37.8037,144.8874
3,920000.0,2.0,309.0,-37.807,144.898
3,875000.0,2.0,193.0,-37.8065,144.8866
2,822500.0,2.0,228.0,-37.8034,144.8855
3,1080000.0,1.0,234.0,-37.8051,144.8858
5,1275000.0,3.0,386.0,-37.8078,144.8846
2,955000.0,1.0,148.0,-37.8084,144.8907
4,1455000.0,2.0,571.0,-37.809,144.8865
2,533000.0,1.0,0.0,-37.8042,144.892
4,970000.0,2.0,149.0,-37.8047,144.8948
2,355000.0,1.0,0.0,-37.8066,144.8971
3,1032000.0,1.0,224.0,-37.8067,144.8934
4,1270000.0,1.0,352.0,-37.8059,144.8899
2,815000.0,1.0,172.0,-37.81,144.8896
2,593000.0,2.0,0.0,-37.8341,144.9713
3,1600000.0,2.0,88.0,-37.8363,144.9628
4,1620000.0,2.0,163.0,-37.8355,144.951
3,1270000.0,1.0,149.0,-37.8374,144.9495
3,2633000.0,1.0,276.0,-37.838,144.9489
3,1405000.0,1.0,181.0,-37.8365,144.9631
4,2260000.0,3.0,190.0,-37.8377,144.9653
3,1595000.0,2.0,171.0,-37.8391,144.9501
2,595000.0,1.0,0.0,-37.8369,144.968
2,490000.0,1.0,0.0,-37.8341,144.9713
3,1250000.0,2.0,224.0,-37.8329,144.9529
4,2180000.0,3.0,200.0,-37.836,144.965
2,930000.0,1.0,115.0,-37.8345,144.9685
3,1200000.0,2.0,113.0,-37.8346,144.9688
3,2000000.0,2.0,161.0,-37.8383,144.9499
2,2000000.0,2.0,141.0,-37.8389,144.9612
2,1050000.0,2.0,0.0,-37.8372,144.9672
3,1250000.0,2.0,108.0,-37.8363,144.9509
3,1650000.0,2.0,204.0,-37.8357,144.9531
2,561000.0,1.0,0.0,-37.8308,144.9694
3,1825000.0,2.0,151.0,-37.8383,144.9632
2,1200000.0,2.0,131.0,-37.839,144.94799999999995
3,1390000.0,2.0,138.0,-37.8351,144.9675
4,1615000.0,3.0,577.0,-37.8357,144.9502
3,2300000.0,2.0,0.0,-37.8352,144.952
3,742000.0,2.0,0.0,-37.8319,144.9682
3,2075000.0,2.0,141.0,-37.8333,144.9576
2,722000.0,1.0,0.0,-37.8393,144.9886
2,850000.0,2.0,0.0,-37.8411,144.9944
3,1230000.0,2.0,0.0,-37.8453,144.9849
2,535000.0,1.0,0.0,-37.8374,144.9918
2,990000.0,2.0,0.0,-37.8379,144.9913
2,695000.0,1.0,0.0,-37.8361,144.9842
2,775000.0,1.0,0.0,-37.8394,144.9886
2,572000.0,1.0,0.0,-37.8368,144.9857
3,1460000.0,2.0,181.0,-37.8334,144.9867
2,623500.0,1.0,0.0,-37.8426,144.993
1,409000.0,1.0,0.0,-37.8414,144.991
3,1250000.0,2.0,80.0,-37.8416,144.9923
2,659000.0,1.0,0.0,-37.8314,144.9877
2,780000.0,1.0,0.0,-37.8343,144.9899
2,1455000.0,1.0,225.0,-37.8421,144.9876
1,360500.0,1.0,0.0,-37.8404,145.0045
2,1300000.0,2.0,0.0,-37.8376,144.9847
2,1300000.0,2.0,0.0,-37.8376,144.9847
1,380000.0,1.0,0.0,-37.8415,144.991
4,5700000.0,2.0,292.0,-37.8377,144.9894
1,515000.0,1.0,0.0,-37.8375,145.0012
3,2695000.0,2.0,215.0,-37.8361,144.9831
1,310000.0,1.0,0.0,-37.8444,145.0037
2,627500.0,1.0,0.0,-37.8407,145.004
1,425000.0,1.0,0.0,-37.837,144.9931
1,330000.0,1.0,0.0,-37.8437,144.9904
2,693000.0,1.0,2122.0,-37.8383,145.0014
3,2285000.0,2.0,221.0,-37.8416,144.9959
3,3000000.0,3.0,191.0,-37.836,144.9824
2,515000.0,1.0,734.0,-37.8433,144.9962
2,600000.0,1.0,0.0,-37.8336,144.9882
4,2600000.0,2.0,141.0,-37.8366,144.9827
1,320000.0,1.0,0.0,-37.8437,144.9904
1,400000.0,1.0,0.0,-37.8355,144.9884
3,1810000.0,1.0,211.0,-37.8442,144.9928
1,567500.0,1.0,0.0,-37.8368,144.9848
1,540000.0,1.0,480.0,-37.8356,144.9767
3,2010000.0,2.0,163.0,-37.8425,144.9877
3,1945000.0,2.0,194.0,-37.8395,144.9898
3,906000.0,1.0,154.0,-37.8395,144.9868
1,367000.0,1.0,0.0,-37.8406,145.0035
2,1130000.0,1.0,132.0,-37.8446,144.9896
2,500000.0,1.0,0.0,-37.835,145.0002
1,310000.0,1.0,0.0,-37.8319,144.9876
2,1100000.0,1.0,176.0,-37.8436,144.9925
1,410000.0,1.0,0.0,-37.8427,145.0006
3,1125000.0,1.0,146.0,-37.8454,144.9888
2,840000.0,2.0,0.0,-37.8361,144.9966
3,1400000.0,2.0,0.0,-37.8433,145.0001
2,680500.0,1.0,0.0,-37.837,144.9907
1,280000.0,1.0,0.0,-37.8423,144.997
2,520000.0,1.0,0.0,-37.8323,144.9876
2,1200000.0,1.0,176.0,-37.8436,144.9925
2,480000.0,1.0,0.0,-37.8337,144.9886
3,2200000.0,2.0,358.0,-37.8425,145.0031
3,1700000.0,1.0,178.0,-37.8404,145.0022
2,1200000.0,1.0,163.0,-37.8446,144.9879
3,1540000.0,2.0,149.0,-37.8448,144.9882
2,826000.0,1.0,0.0,-37.8342,144.9842
3,1700000.0,2.0,181.0,-37.8334,144.9867
2,505000.0,1.0,0.0,-37.8453,145.0012
3,720000.0,1.0,0.0,-37.8235,144.9655
3,868000.0,2.0,0.0,-37.8267,144.9687
2,530000.0,1.0,0.0,-37.8246,144.9632
2,650000.0,2.0,0.0,-37.8273,144.9556
4,990000.0,3.0,0.0,-37.8267,144.9687
2,592500.0,2.0,0.0,-37.8227,144.9664
2,600000.0,2.0,0.0,-37.828,144.9683
1,455000.0,1.0,760.0,-37.8228,144.9661
4,1250000.0,3.0,0.0,-37.8267,144.9687
1,425000.0,1.0,0.0,-37.8245,144.9622
3,740000.0,2.0,0.0,-37.828,144.9683
2,660000.0,1.0,0.0,-37.8288,144.9679
2,622500.0,2.0,2955.0,-37.8299,144.9679
2,800000.0,2.0,0.0,-37.8229,144.9612
2,540000.0,2.0,0.0,-37.822,144.9637
1,370000.0,1.0,546.0,-37.8274,144.9587
3,855000.0,1.0,326.0,-37.831,144.8884
2,832500.0,1.0,562.0,-37.8333,144.8868
2,850000.0,1.0,502.0,-37.8263,144.8775
3,1080000.0,1.0,472.0,-37.8302,144.8885
3,927000.0,1.0,274.0,-37.8282,144.8856
4,850000.0,2.0,389.0,-37.8284,144.8861
3,831000.0,1.0,353.0,-37.8309,144.889
4,840000.0,3.0,278.0,-37.8261,144.8718
4,1315000.0,2.0,830.0,-37.829,144.8807
4,1161000.0,2.0,742.0,-37.8248,144.8707
3,1016000.0,1.0,320.0,-37.8277,144.8841
3,690000.0,1.0,532.0,-37.8248,144.8717
3,1070000.0,1.0,526.0,-37.8267,144.8779
4,871500.0,2.0,389.0,-37.8284,144.8861
1,380000.0,1.0,0.0,-37.8656,144.9782
2,430000.0,1.0,0.0,-37.8675,144.9851
2,602000.0,1.0,0.0,-37.8707,144.9765
2,575000.0,1.0,0.0,-37.8573,144.9825
2,495000.0,1.0,0.0,-37.8616,144.9907
2,500000.0,1.0,5530.0,-37.859,144.9767
3,1891000.0,2.0,384.0,-37.8645,144.9805
4,2000000.0,2.0,420.0,-37.8667,144.9832
3,1500000.0,1.0,1669.0,-37.8646,144.9786
3,2000000.0,2.0,176.0,-37.8641,144.9739
1,500000.0,1.0,2335.0,-37.8571,144.987
2,685000.0,2.0,0.0,-37.8568,144.9873
1,380000.0,1.0,2879.0,-37.863,144.9747
3,616000.0,2.0,0.0,-37.8573,144.9825
1,400000.0,1.0,0.0,-37.8605,144.9769
1,451000.0,1.0,0.0,-37.8731,144.9799
3,1400000.0,2.0,128.0,-37.8624,144.9768
1,459000.0,1.0,0.0,-37.8568,144.9873
2,520000.0,1.0,1034.0,-37.8717,144.9829
1,370500.0,1.0,0.0,-37.8722,144.9805
5,5046000.0,3.0,1294.0,-37.8589,144.9883
1,385000.0,1.0,0.0,-37.8614,144.9741
3,1900000.0,2.0,289.0,-37.8726,144.9782
2,390000.0,1.0,0.0,-37.859,144.9767
1,500000.0,1.0,0.0,-37.8668,144.9801
1,430000.0,1.0,1409.0,-37.8661,144.9772
1,392000.0,1.0,0.0,-37.8599,144.9766
4,1900000.0,2.0,507.0,-37.8616,144.9807
2,540000.0,1.0,0.0,-37.8653,144.9824
2,475000.0,1.0,0.0,-37.8604,144.9817
2,570000.0,2.0,0.0,-37.8709,144.9807
2,400000.0,1.0,0.0,-37.8619,144.976
3,920000.0,2.0,124.0,-37.8656,144.9851
2,503500.0,1.0,683.0,-37.8594,144.9828
2,580000.0,1.0,0.0,-37.8617,144.9796
3,1295000.0,2.0,0.0,-37.8584,144.9802
2,481000.0,1.0,0.0,-37.8596,144.9889
3,1120000.0,2.0,1039.0,-37.8638,144.982
1,400000.0,1.0,0.0,-37.8676,144.9901
1,1210000.0,1.0,0.0,-37.8716,144.9828
2,785000.0,2.0,0.0,-37.8647,144.9819
1,450000.0,1.0,0.0,-37.8731,144.9799
2,875000.0,1.0,123.0,-37.8641,144.9866
2,650000.0,1.0,822.0,-37.8585,144.9854
2,431000.0,1.0,0.0,-37.8665,144.9833
2,385000.0,1.0,0.0,-37.8648,144.9783
2,575000.0,2.0,0.0,-37.8562,144.9844
5,4400000.0,4.0,657.0,-37.8582,144.9913
2,535000.0,1.0,0.0,-37.8614,144.9793
2,1200500.0,1.0,201.0,-37.8654,144.9809
2,565000.0,2.0,0.0,-37.8562,144.9844
2,520000.0,1.0,1235.0,-37.8645,144.9749
2,902000.0,1.0,0.0,-37.8681,144.9894
3,1600000.0,2.0,0.0,-37.8584,144.9802
2,750000.0,2.0,0.0,-37.8686,144.9812
2,1365000.0,1.0,361.0,-37.8646,144.98
4,1950000.0,2.0,436.0,-37.8629,144.9887
3,1678000.0,2.0,361.0,-37.8663,144.9882
2,400000.0,1.0,797.0,-37.8642,144.9793
2,500000.0,2.0,0.0,-37.859,144.9767
2,760000.0,1.0,0.0,-37.8718,144.9776
2,580000.0,1.0,1155.0,-37.8568,144.9873
2,430000.0,1.0,0.0,-37.859,144.9767
2,1100000.0,1.0,1458.0,-37.8695,144.9763
1,435000.0,1.0,0.0,-37.8573,144.9825
1,354000.0,1.0,1659.0,-37.8699,144.9764
3,1025000.0,2.0,654.0,-37.7369,144.9251
3,1430000.0,1.0,694.0,-37.7411,144.9262
3,1330000.0,2.0,606.0,-37.7378,144.9168
4,1635000.0,2.0,0.0,-37.7354,144.9128
3,1194000.0,1.0,650.0,-37.7436,144.9308
5,1440000.0,3.0,617.0,-37.7386,144.917
4,1300000.0,3.0,0.0,-37.7337,144.9184
3,850000.0,3.0,250.0,-37.7189,144.9036
3,1150000.0,2.0,696.0,-37.7261,144.9171
3,910000.0,1.0,692.0,-37.7217,144.9074
4,1430000.0,2.0,607.0,-37.7376,144.9154
3,622500.0,2.0,254.0,-37.7302,144.9167
3,1500000.0,2.0,722.0,-37.7427,144.9226
4,1280000.0,2.0,689.0,-37.7345,144.9196
5,1485000.0,2.0,502.0,-37.7317,144.9177
3,1080000.0,2.0,211.0,-37.734,144.9145
4,1715000.0,3.0,650.0,-37.7363,144.9208
5,2650000.0,3.0,755.0,-37.7417,144.9133
2,630000.0,2.0,378.0,-37.7245,144.9097
4,1370000.0,2.0,908.0,-37.735,144.9203
3,800000.0,2.0,655.0,-37.7809,144.8424
3,950000.0,1.0,700.0,-37.7933,144.8411
3,780000.0,1.0,486.0,-37.7886,144.8438
4,1350500.0,1.0,726.0,-37.7864,144.8353
3,745000.0,1.0,518.0,-37.7802,144.8374
3,657500.0,1.0,513.0,-37.7796,144.8372
4,1030000.0,2.0,803.0,-37.7932,144.8434
3,460000.0,2.0,119.0,-37.7939,144.8261
3,490000.0,1.0,301.0,-37.7793,144.8427
4,890000.0,1.0,668.0,-37.7796,144.845
2,425000.0,1.0,225.0,-37.7795,144.8432
3,715000.0,1.0,558.0,-37.7807,144.8341
3,816000.0,1.0,511.0,-37.7906,144.8387
2,425500.0,1.0,153.0,-37.7912,144.8439
3,610000.0,1.0,705.0,-37.8005,144.822
3,600000.0,1.0,0.0,-37.7796,144.8455
2,611000.0,1.0,204.0,-37.7938,144.8321
4,670000.0,1.0,603.0,-37.7945,144.8267
3,605000.0,1.0,462.0,-37.7969,144.8276
4,930000.0,2.0,504.0,-37.7952,144.8325
3,880000.0,1.0,463.0,-37.7905,144.8359
3,570000.0,1.0,535.0,-37.7956,144.8292
3,700000.0,1.0,505.0,-37.7817,144.8448
3,625000.0,1.0,459.0,-37.7813,144.8394
3,695000.0,1.0,616.0,-37.7842,144.843
3,910000.0,2.0,653.0,-37.7815,144.8423
3,607000.0,1.0,563.0,-37.7956,144.826
3,679500.0,1.0,351.0,-37.7843,144.8392
3,500000.0,1.0,224.0,-37.7863,144.8401
4,895000.0,2.0,430.0,-37.7939,144.8283
2,410000.0,2.0,204.0,-37.7982,144.82299999999995
3,635000.0,1.0,631.0,-37.7836,144.8408
3,480000.0,1.0,546.0,-37.7555,144.8295
2,435000.0,1.0,343.0,-37.7689,144.8402
2,560000.0,1.0,615.0,-37.7683,144.8316
4,626800.0,1.0,581.0,-37.7712,144.8336
3,571500.0,2.0,528.0,-37.758,144.8256
5,605000.0,2.0,661.0,-37.7651,144.8241
3,600000.0,1.0,751.0,-37.7692,144.8246
3,650000.0,1.0,598.0,-37.7705,144.8307
4,736000.0,1.0,615.0,-37.7675,144.8414
4,735000.0,2.0,635.0,-37.7693,144.8351
3,700000.0,1.0,538.0,-37.7704,144.8384
2,1190000.0,1.0,968.0,-37.7698,144.8362
3,591000.0,1.0,673.0,-37.7623,144.8272
3,665000.0,1.0,707.0,-37.7676,144.8339
3,620000.0,3.0,221.0,-37.7708,144.8401
3,503000.0,1.0,251.0,-37.7682,144.8335
5,1000000.0,2.0,786.0,-37.7743,144.8425
3,560000.0,1.0,582.0,-37.7906,144.7929
3,615000.0,2.0,667.0,-37.7969,144.8086
3,450000.0,3.0,344.0,-37.7967,144.8083
3,680000.0,1.0,726.0,-37.7905,144.8073
3,620000.0,1.0,699.0,-37.7905,144.8033
3,545000.0,2.0,240.0,-37.7891,144.8152
5,621000.0,2.0,596.0,-37.7981,144.7936
3,687000.0,1.0,695.0,-37.7853,144.8114
3,485000.0,4.0,482.0,-37.7904,144.8133
4,510000.0,1.0,672.0,-37.7871,144.8083
3,500000.0,1.0,541.0,-37.7928,144.804
3,480000.0,1.0,696.0,-37.7836,144.7988
4,621000.0,1.0,700.0,-37.7902,144.8102
3,690000.0,1.0,540.0,-37.789,144.8195
3,547500.0,1.0,603.0,-37.7891,144.82299999999995
1,280000.0,1.0,0.0,-37.7913,144.7889
3,555000.0,1.0,836.0,-37.8003,144.8097
3,600000.0,2.0,579.0,-37.7968,144.7991
3,622500.0,1.0,534.0,-37.7887,144.8231
2,350000.0,1.0,235.0,-37.7847,144.8146
4,657000.0,2.0,651.0,-37.7914,144.7918
3,682000.0,1.0,694.0,-37.7894,144.8027
3,520000.0,1.0,691.0,-37.7886,144.8138
3,470000.0,1.0,591.0,-37.7987,144.8196
3,586000.0,1.0,701.0,-37.7843,144.8052
3,305000.0,1.0,367.0,-37.8018,144.8246
4,705000.0,2.0,759.0,-37.7951,144.8213
4,645000.0,2.0,616.0,-37.7904,144.7999
3,500000.0,1.0,627.0,-37.8023,144.8227
3,510000.0,2.0,333.0,-37.7912,144.8215
3,750500.0,2.0,805.0,-37.7966,144.7928
3,451000.0,1.0,655.0,-37.8022,144.8235
4,2440000.0,3.0,596.0,-37.8154,145.0927
3,1110000.0,2.0,401.0,-37.8332,145.1105
4,2128000.0,3.0,771.0,-37.8239,145.0969
5,2200000.0,3.0,735.0,-37.8175,145.0987
2,640000.0,1.0,0.0,-37.8356,145.1029
3,1700000.0,1.0,763.0,-37.8148,145.0965
4,2500000.0,2.0,783.0,-37.8181,145.0913
4,2200000.0,2.0,734.0,-37.8286,145.092
4,2860000.0,2.0,779.0,-37.8185,145.0878
4,1930000.0,2.0,867.0,-37.8346,145.1059
4,1812500.0,2.0,715.0,-37.8325,145.1114
2,760000.0,1.0,681.0,-37.8159,145.091
4,1300000.0,2.0,809.0,-37.8337,145.1118
3,1960000.0,2.0,585.0,-37.8167,145.0924
5,2630000.0,3.0,777.0,-37.8287,145.1054
3,880000.0,1.0,217.0,-37.8287,145.1014
3,1755000.0,2.0,808.0,-37.832,145.11
4,1700000.0,1.0,579.0,-37.8224,145.0959
5,1975000.0,2.0,641.0,-37.8354,145.1001
2,610000.0,1.0,102.0,-37.8288,145.1048
4,1850000.0,2.0,612.0,-37.8345,145.1009
4,2050000.0,2.0,949.0,-37.8188,145.0984
5,2100000.0,2.0,1025.0,-37.8286,145.1094
3,1150000.0,2.0,247.0,-37.836,145.1046
2,770500.0,2.0,88.0,-37.819,145.0888
2,600000.0,1.0,101.0,-37.8263,145.0962
4,2125000.0,2.0,702.0,-37.8345,145.095
2,656000.0,1.0,951.0,-37.8261,145.0902
5,1518000.0,2.0,632.0,-37.8352,145.1023
3,1560000.0,2.0,335.0,-37.8165,145.0981
3,865000.0,1.0,217.0,-37.8275,145.1032
4,2160000.0,3.0,1064.0,-37.8324,145.1018
3,2300000.0,2.0,735.0,-37.8182,145.096
2,600000.0,1.0,124.0,-37.8159,145.0902
3,2180000.0,1.0,441.0,-37.8204,145.0887
3,1251000.0,2.0,536.0,-37.8309,145.0946
6,1650000.0,3.0,713.0,-37.8328,145.10399999999996
4,1835000.0,2.0,619.0,-37.8171,145.0934
2,778500.0,1.0,170.0,-37.8186,145.0892
4,1201000.0,2.0,657.0,-37.7624,145.1175
4,1165000.0,2.0,673.0,-37.7647,145.1246
3,742500.0,1.0,313.0,-37.7556,145.0946
3,1101000.0,2.0,643.0,-37.7602,145.1166
3,1200000.0,1.0,730.0,-37.76,145.1054
4,990000.0,2.0,652.0,-37.7573,145.0994
4,1500000.0,2.0,420.0,-37.767,145.119
3,1290000.0,1.0,900.0,-37.764,145.1097
4,790000.0,2.0,671.0,-37.7631,145.1108
5,950000.0,3.0,700.0,-37.7658,145.124
4,1421000.0,2.0,650.0,-37.7694,145.1222
3,1051000.0,2.0,962.0,-37.7644,145.112
5,1710000.0,2.0,666.0,-37.7692,145.1253
4,1280000.0,2.0,681.0,-37.7646,145.1167
5,750000.0,3.0,800.0,-37.7696,145.1078
4,1000000.0,3.0,728.0,-37.768,145.1027
2,678000.0,1.0,340.0,-37.7564,145.1195
3,1010000.0,2.0,751.0,-37.77,145.1025
3,1210000.0,1.0,794.0,-37.7569,145.1179
4,945000.0,2.0,675.0,-37.764,145.1145
3,725000.0,1.0,465.0,-37.7549,145.1185
3,1211000.0,2.0,875.0,-37.767,145.1097
4,1100000.0,2.0,654.0,-37.7639,145.1145
3,1002000.0,1.0,799.0,-37.7698,145.1028
4,1209000.0,2.0,770.0,-37.7617,145.1065
5,2080000.0,4.0,646.0,-37.7625,145.1043
4,1118000.0,2.0,705.0,-37.7595,145.1176
4,903000.0,1.0,618.0,-37.7564,145.1043
3,1220000.0,1.0,720.0,-37.7668,145.1086
4,1650000.0,2.0,673.0,-37.7647,145.1186
4,1182500.0,2.0,650.0,-37.7764,145.1216
4,1020000.0,2.0,652.0,-37.7557,145.0957
3,650000.0,1.0,327.0,-37.7709,145.1104
3,1509000.0,2.0,812.0,-37.7714,145.1141
1,517500.0,1.0,0.0,-37.762,144.996
1,370000.0,1.0,0.0,-37.7634,145.02100000000004
2,805000.0,1.0,164.0,-37.7536,144.9825
4,1428888.0,2.0,470.0,-37.7601,145.0122
2,940000.0,1.0,372.0,-37.7631,145.0091
1,270000.0,1.0,0.0,-37.7581,144.9944
1,365000.0,1.0,0.0,-37.7544,145.0092
2,525500.0,1.0,724.0,-37.7564,145.0026
2,944000.0,1.0,185.0,-37.76300000000001,145.0025
3,887000.0,2.0,540.0,-37.7554,145.0211
3,701000.0,3.0,273.0,-37.7583,145.0174
2,1110000.0,1.0,288.0,-37.7564,144.9971
1,332000.0,1.0,612.0,-37.7603,145.0165
3,1265000.0,2.0,397.0,-37.7515,144.9857
2,1085000.0,1.0,303.0,-37.7569,144.9914
3,898000.0,2.0,210.0,-37.7551,144.9993
3,1235000.0,3.0,288.0,-37.7583,145.0025
3,910500.0,2.0,157.0,-37.759,144.988
3,995000.0,1.0,327.0,-37.7574,144.9854
2,760000.0,1.0,0.0,-37.7595,145.0061
2,505000.0,1.0,0.0,-37.7591,145.0211
3,1400000.0,2.0,417.0,-37.7595,145.0017
3,1110000.0,1.0,562.0,-37.7602,144.9878
3,1200000.0,2.0,345.0,-37.7582,145.0094
2,450000.0,1.0,0.0,-37.7526,145.0023
2,874000.0,1.0,333.0,-37.7642,145.0192
3,1427000.0,1.0,275.0,-37.7592,145.0105
1,383000.0,1.0,0.0,-37.7539,145.0075
3,1290000.0,1.0,435.0,-37.7607,145.0105
2,450000.0,1.0,335.0,-37.7516,144.9871
2,438000.0,1.0,0.0,-37.7541,145.0088
3,1250000.0,2.0,297.0,-37.7617,145.0117
3,1070000.0,2.0,158.0,-37.7588,144.9881
3,1570000.0,2.0,377.0,-37.7578,145.0076
2,486000.0,1.0,0.0,-37.761,145.0055
2,1211000.0,1.0,302.0,-37.7549,145.0035
3,1280000.0,1.0,253.0,-37.7566,144.9965
4,1478000.0,2.0,387.0,-37.7569,145.0041
3,1913000.0,2.0,611.0,-37.7575,144.9968
4,928500.0,2.0,538.0,-37.7595,145.0241
2,432500.0,1.0,748.0,-37.7587,145.0064
1,330000.0,1.0,0.0,-37.7544,145.0092
3,1370000.0,2.0,417.0,-37.7602,145.0084
1,303500.0,1.0,0.0,-37.7542,145.01
3,1160000.0,2.0,644.0,-37.7604,145.02100000000004
3,1380000.0,2.0,359.0,-37.7565,144.9906
3,1435000.0,1.0,889.0,-37.8328,145.0065
4,5500000.0,3.0,691.0,-37.8431,145.02100000000004
4,5500000.0,4.0,877.0,-37.8447,145.0134
3,1689000.0,1.0,222.0,-37.8448,145.0055
3,1100000.0,2.0,0.0,-37.8429,145.0227
2,925000.0,2.0,0.0,-37.8371,145.0066
2,450000.0,1.0,0.0,-37.8474,145.0078
1,349000.0,1.0,0.0,-37.8369,145.0077
3,2650000.0,3.0,0.0,-37.8428,145.0171
3,2820000.0,2.0,600.0,-37.8332,145.0117
2,810000.0,2.0,0.0,-37.842,145.0046
3,2840000.0,2.0,1317.0,-37.838,145.0054
3,2700000.0,2.0,294.0,-37.8503,145.0292
3,6250000.0,3.0,564.0,-37.8486,145.0244
4,4500000.0,3.0,732.0,-37.8349,145.01
1,541000.0,1.0,0.0,-37.8373,145.0116
3,1550000.0,2.0,117.0,-37.8343,145.0112
3,2205000.0,2.0,0.0,-37.8512,145.0282
3,950000.0,1.0,57.0,-37.8371,145.012
1,366000.0,1.0,0.0,-37.8464,145.0074
4,2620000.0,2.0,516.0,-37.8398,145.0305
3,1900000.0,2.0,268.0,-37.8369,145.0072
4,4000000.0,2.0,684.0,-37.8485,145.0169
3,4200000.0,4.0,565.0,-37.8448,145.0123
2,690000.0,1.0,0.0,-37.8416,145.0313
2,511000.0,1.0,0.0,-37.8424,145.0184
3,910000.0,2.0,0.0,-37.842,145.0046
3,2250000.0,3.0,575.0,-37.8375,145.0092
2,525000.0,1.0,0.0,-37.8424,145.0184
3,3270000.0,2.0,363.0,-37.8445,145.0182
3,960000.0,2.0,656.0,-37.7322,145.0995
4,1010000.0,3.0,669.0,-37.7419,145.083
3,880000.0,2.0,704.0,-37.7327,145.0913
3,770000.0,2.0,577.0,-37.7376,145.0895
